from_id	from_name	direction	to_id	to_name	condition
426	Forest Clearing	N	319	South Bog	
426	Forest Clearing	NE	575	Bottom of Stairs	
426	Forest Clearing	E	317	Trellises	
426	Forest Clearing	SE			routine 0x173C4
426	Forest Clearing	S			routine 0x173C4
426	Forest Clearing	SW			routine 0x173C4
426	Forest Clearing	W			routine 0x24630
426	Forest Clearing	NW	472	Waterfall	
426	Forest Clearing	UP			routine 0x24630
430	South Arbor	NE			routine 0x24A00
430	South Arbor	E			routine 0x24A00
430	South Arbor	SE			routine 0x24A00
430	South Arbor	SW			routine 0x24A00
430	South Arbor	W			routine 0x24A00
430	South Arbor	NW			routine 0x24A00
430	South Arbor	UP			routine 0x24820
430	South Arbor	DOWN			routine 0x248E8
430	South Arbor	IN			routine 0x24820
430	South Arbor	OUT			routine 0x248E8
437	Behind the Shed	N	226	Paved Road	
437	Behind the Shed	NE			routine 0x271A0
437	Behind the Shed	E			routine 0x272D0
437	Behind the Shed	SE	577	Desert	
437	Behind the Shed	S			routine 0x271BC
437	Behind the Shed	SW	132	Desert	
437	Behind the Shed	W	132	Desert	
437	Behind the Shed	NW	132	Desert	
438	Wading	N			routine 0x22A84
438	Wading	NE			routine 0x22A84
438	Wading	E			routine 0x22A70
438	Wading	SE			routine 0x22A84
438	Wading	S			routine 0x22A84
438	Wading	SW			routine 0x22A84
438	Wading	W			routine 0x22A9C
438	Wading	NW			routine 0x22A84
438	Wading	IN			routine 0x22A70
438	Wading	OUT			routine 0x22A9C
441	Crater's Edge	E			routine 0x239B0
441	Crater's Edge	S	471	Moor	
441	Crater's Edge	SW	557	The Bend	
441	Crater's Edge	W	400	Under Cliff	
441	Crater's Edge	NW	213	Bluff	
441	Crater's Edge	DOWN			routine 0x239B0
441	Crater's Edge	IN			routine 0x239B0
441	Crater's Edge	OUT			routine 0x111DC
442	Assembly Room	N	352	Closet	if #100 (closet door) is OPEN
442	Assembly Room	E	6	Front Deck	if #538 (front door) is OPEN
442	Assembly Room	S	460	Southeast Room	
442	Assembly Room	W	1	Northwest Room	
442	Assembly Room	IN			routine 0x111D0
442	Assembly Room	OUT			routine 0x111DC
449	Ice Cavern	E			routine 0x23C54
449	Ice Cavern	UP			routine 0x23C6C
449	Ice Cavern	OUT			routine 0x23C54
456	Shallow Crater	N	290	East of Tower	
456	Shallow Crater	NE	225	Foothills	
456	Shallow Crater	E	225	Foothills	
456	Shallow Crater	SE	122	Northwest of Ranch	
456	Shallow Crater	S	239	Desert	
456	Shallow Crater	SW	239	Desert	
456	Shallow Crater	W	466	South of Tower	
456	Shallow Crater	NW	146	Base of Tower	
457	Reservoir	N			routine 0x28B14
457	Reservoir	NE			routine 0x28B14
457	Reservoir	E			routine 0x28B14
457	Reservoir	SE			routine 0x28B14
457	Reservoir	S			routine 0x28B5C
457	Reservoir	SW			routine 0x28B14
457	Reservoir	W			routine 0x28B14
457	Reservoir	NW			routine 0x28B14
457	Reservoir	UP			routine 0x28B5C
457	Reservoir	DOWN			routine 0x28B70
457	Reservoir	IN			routine 0x28B70
457	Reservoir	OUT			routine 0x28B5C
460	Southeast Room	N	442	Assembly Room	
460	Southeast Room	E	6	Front Deck	if #276 (front door) is OPEN
460	Southeast Room	W	21	Kitchen	
460	Southeast Room	IN			routine 0x111D0
460	Southeast Room	OUT			routine 0x111DC
462	Arboretum	N			routine 0x247DC
462	Arboretum	NE			routine 0x173C4
462	Arboretum	E	418	Arborvitaes	
462	Arboretum	SE			routine 0x173C4
462	Arboretum	S			routine 0x247E8
462	Arboretum	SW			routine 0x173C4
462	Arboretum	W	580	Arborvitaes	
462	Arboretum	NW			routine 0x173C4
462	Arboretum	UP			routine 0x246F0
462	Arboretum	IN			routine 0x246FC
462	Arboretum	OUT			routine 0x111DC
465	Desert	N			routine 0x273AC
465	Desert	NE			routine 0x273AC
465	Desert	E	180	Foothills	
465	Desert	SE			routine 0x273F0
465	Desert	S			routine 0x27420
465	Desert	SW			routine 0x27450
465	Desert	W			routine 0x27480
465	Desert	NW			routine 0x273AC
466	South of Tower	N	146	Base of Tower	
466	South of Tower	NE	290	East of Tower	
466	South of Tower	E	456	Shallow Crater	
466	South of Tower	SE	239	Desert	
466	South of Tower	S	382	Paved Road	
466	South of Tower	SW	510	Desert	
466	South of Tower	W	219	Southwest of Tower	
466	South of Tower	NW	311	West of Tower	
471	Moor	N	441	Crater's Edge	
471	Moor	W	557	The Bend	
471	Moor	NW	400	Under Cliff	
471	Moor	IN			routine 0x24010
472	Waterfall	N			routine 0x2317C
472	Waterfall	NE	42	North Bog	
472	Waterfall	E	319	South Bog	
472	Waterfall	SE	426	Forest Clearing	
472	Waterfall	W			routine 0x23B04
472	Waterfall	UP			routine 0x2317C
472	Waterfall	IN			routine 0x23B2C
476	South Beach	N	344	Bottom of Scaffold	if #190 (sliding doors) is OPEN
476	South Beach	NE			routine 0x25A44
476	South Beach	E			routine 0x25A44
476	South Beach	SE			routine 0x25A90
476	South Beach	S			routine 0x25A90
476	South Beach	SW			routine 0x25A90
476	South Beach	W			routine 0x25A4C
476	South Beach	NW			routine 0x25A4C
476	South Beach	IN	344	Bottom of Scaffold	if #190 (sliding doors) is OPEN
477	Southeast Yard	N			routine 0x2844C
477	Southeast Yard	NE			routine 0x17404
477	Southeast Yard	E			routine 0x17404
477	Southeast Yard	SE	372	Southeast of Ranch	if #367 (iron gate) is OPEN
477	Southeast Yard	S			routine 0x17404
477	Southeast Yard	SW			routine 0x17404
477	Southeast Yard	W	37	Southwest Yard	
477	Southeast Yard	UP			routine 0x2844C
477	Southeast Yard	OUT	372	Southeast of Ranch	if #367 (iron gate) is OPEN
480	Desert	N			routine 0x27564
480	Desert	NE			routine 0x27594
480	Desert	E			routine 0x275C4
480	Desert	SE			routine 0x275F4
480	Desert	S	497	Desert	
480	Desert	SW			routine 0x273AC
480	Desert	W			routine 0x273AC
480	Desert	NW			routine 0x273AC
488	Under Platform	N	320	Tundra	
488	Under Platform	NE	254	Tundra	
488	Under Platform	E	119	Tundra	
488	Under Platform	SE	509	Tundra	
488	Under Platform	S	585	Tundra	
488	Under Platform	SW	56	Tundra	
488	Under Platform	W	188	Tundra	
488	Under Platform	NW	380	Tundra	
488	Under Platform	UP			routine 0x24FD0
493	Jeep	OUT			routine 0x26A2C
497	Desert	N	480	Desert	
497	Desert	NE	311	West of Tower	
497	Desert	E			routine 0x2765C
497	Desert	SE			routine 0x2768C
497	Desert	S			routine 0x276B4
497	Desert	SW			routine 0x273AC
497	Desert	W			routine 0x273AC
497	Desert	NW			routine 0x273AC
501	Sand Bar	S	5	Islet	
501	Sand Bar	IN			routine 0x33FA4
507	Shack	E			routine 0x26444
507	Shack	W	158	Tower Platform	
507	Shack	IN			routine 0x26444
507	Shack	OUT			routine 0x26438
509	Tundra	N	119	Tundra	
509	Tundra	S			routine 0x25024
509	Tundra	SW			routine 0x25024
509	Tundra	W	585	Tundra	
509	Tundra	NW	488	Under Platform	
510	Desert	N			routine 0x27908
510	Desert	NE			routine 0x27934
510	Desert	E	382	Paved Road	
510	Desert	SE	382	Paved Road	
510	Desert	S	293	Paved Road	
510	Desert	SW	293	Paved Road	
510	Desert	W			routine 0x27990
510	Desert	NW			routine 0x27964
515	Southwest of Ranch	N	122	Northwest of Ranch	
515	Southwest of Ranch	NE	37	Southwest Yard	if #513 (iron gate) is OPEN
515	Southwest of Ranch	E	372	Southeast of Ranch	
515	Southwest of Ranch	SE	222	Foothills	
515	Southwest of Ranch	S	239	Desert	
515	Southwest of Ranch	SW	239	Desert	
515	Southwest of Ranch	W	239	Desert	
515	Southwest of Ranch	NW	239	Desert	
515	Southwest of Ranch	IN	37	Southwest Yard	if #513 (iron gate) is OPEN
522	Ossuary	N			routine 0x22B78
522	Ossuary	NE			routine 0x22B78
522	Ossuary	E			routine 0x22B78
522	Ossuary	SE			routine 0x22B78
522	Ossuary	S			routine 0x22B70
522	Ossuary	SW			routine 0x22B78
522	Ossuary	W			routine 0x22B78
522	Ossuary	NW			routine 0x22B78
522	Ossuary	UP			routine 0x22B78
522	Ossuary	IN			routine 0x22BC4
529	Desert	N			routine 0x27B48
529	Desert	NE			routine 0x27B64
529	Desert	E			routine 0x27B84
529	Desert	SE			routine 0x273AC
529	Desert	S			routine 0x273AC
529	Desert	SW			routine 0x273AC
529	Desert	W			routine 0x273AC
529	Desert	NW			routine 0x273AC
531	Inverness Terrace	N			routine 0x17388
531	Inverness Terrace	NE			routine 0x17388
531	Inverness Terrace	E	179	Lancaster Gate	
531	Inverness Terrace	SE	371	Lancaster Walk	
531	Inverness Terrace	S	144	Round Pond	
531	Inverness Terrace	SW	354	Broad Walk	
531	Inverness Terrace	W	355	Black Lion Gate	
531	Inverness Terrace	NW			routine 0x17388
531	Inverness Terrace	IN			routine 0x111D0
531	Inverness Terrace	OUT			routine 0x22104
534	Paved Road	N	159	Desert	
534	Paved Road	NE	465	Desert	
534	Paved Road	E	465	Desert	
534	Paved Road	SE	109	Paved Road	
534	Paved Road	S	480	Desert	
534	Paved Road	SW	480	Desert	
534	Paved Road	W	159	Desert	
534	Paved Road	NW			routine 0x26914
534	Paved Road	IN			routine 0x26998
540	Windmill	DOWN			routine 0x28994
540	Windmill	OUT			routine 0x28994
544	Crossroads	N	497	Desert	
544	Crossroads	NE	120	Paved Road	
544	Crossroads	E	510	Desert	
544	Crossroads	SE	293	Paved Road	
544	Crossroads	S	132	Desert	
544	Crossroads	SW	174	Outside Blockhouse	
544	Crossroads	W	497	Desert	
544	Crossroads	NW	497	Desert	
557	The Bend	N	400	Under Cliff	
557	The Bend	NE	441	Crater's Edge	
557	The Bend	E	471	Moor	
557	The Bend	S	565	The River	
557	The Bend	SW	317	Trellises	
557	The Bend	W	575	Bottom of Stairs	
557	The Bend	NW	306	Chasm's Brink	
558	Northeast of Ranch	N	225	Foothills	
558	Northeast of Ranch	NE	225	Foothills	
558	Northeast of Ranch	E	292	North of Reservoir	
558	Northeast of Ranch	SE			routine 0x17410
558	Northeast of Ranch	S	573	Front Yard	
558	Northeast of Ranch	SW			routine 0x17404
558	Northeast of Ranch	W	122	Northwest of Ranch	
558	Northeast of Ranch	NW	225	Foothills	
558	Northeast of Ranch	IN			routine 0x111D0
559	South of Reservoir	N			routine 0x28A34
559	South of Reservoir	NE	300	Under the Windmill	
559	South of Reservoir	E	222	Foothills	
559	South of Reservoir	SE	222	Foothills	
559	South of Reservoir	S	222	Foothills	
559	South of Reservoir	SW	222	Foothills	
559	South of Reservoir	W	372	Southeast of Ranch	
559	South of Reservoir	NW	573	Front Yard	
559	South of Reservoir	UP			routine 0x28A34
565	The River	N	557	The Bend	
565	The River	S			routine 0x173C4
565	The River	SW			routine 0x173C4
565	The River	W	317	Trellises	
565	The River	NW	575	Bottom of Stairs	
565	The River	IN			routine 0x33FA4
565	The River	OUT			routine 0x24468
573	Front Yard	N	558	Northeast of Ranch	
573	Front Yard	NE	292	North of Reservoir	
573	Front Yard	E			routine 0x17410
573	Front Yard	SE	559	South of Reservoir	
573	Front Yard	S	372	Southeast of Ranch	
573	Front Yard	SW			routine 0x17404
573	Front Yard	W			routine 0x287A8
573	Front Yard	NW			routine 0x17404
573	Front Yard	UP			routine 0x287A8
573	Front Yard	IN			routine 0x287A8
575	Bottom of Stairs	N			routine 0x23D84
575	Bottom of Stairs	NE	400	Under Cliff	
575	Bottom of Stairs	E	557	The Bend	
575	Bottom of Stairs	SE	565	The River	
575	Bottom of Stairs	S	317	Trellises	
575	Bottom of Stairs	SW	426	Forest Clearing	
575	Bottom of Stairs	W	319	South Bog	
575	Bottom of Stairs	NW	42	North Bog	
575	Bottom of Stairs	UP			routine 0x23D84
576	Meadow	N			routine 0x24630
576	Meadow	NE			routine 0x245D8
576	Meadow	E			routine 0x245D8
576	Meadow	SE			routine 0x245D8
576	Meadow	S			routine 0x245D8
576	Meadow	SW			routine 0x245D8
576	Meadow	W			routine 0x245D8
576	Meadow	NW			routine 0x245D8
576	Meadow	UP			routine 0x24630
576	Meadow	IN			routine 0x2DCCC
577	Desert	N	239	Desert	
577	Desert	NE	222	Foothills	
577	Desert	E	222	Foothills	
577	Desert	SE			routine 0x273AC
577	Desert	S			routine 0x273AC
577	Desert	SW			routine 0x273AC
577	Desert	W			routine 0x27C94
577	Desert	NW			routine 0x27C94
580	Arborvitaes	N			routine 0x173C4
580	Arborvitaes	NE	317	Trellises	
580	Arborvitaes	E	462	Arboretum	
580	Arborvitaes	SE			routine 0x173C4
580	Arborvitaes	S			routine 0x173C4
580	Arborvitaes	SW			routine 0x173C4
580	Arborvitaes	W			routine 0x173C4
580	Arborvitaes	NW			routine 0x173C4
585	Tundra	N	488	Under Platform	
585	Tundra	NE	119	Tundra	
585	Tundra	E	509	Tundra	
585	Tundra	SE			routine 0x25024
585	Tundra	S			routine 0x25024
585	Tundra	SW			routine 0x25024
585	Tundra	W	56	Tundra	
585	Tundra	NW	188	Tundra	
